job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote ratio
ai00151,nlp engineer,57266,USD,mid level,Full time,ireland,m,ireland,"computer vision, pytorch, linux, tensorflow",bachelor,3,media,11/08/2024,26/08/2024,1075,7.3,neural networks co,Fully on site
ai00152,deep learning engineer,66384,USD,mid level,Contract,australia,s,israel,"git, tableau, hadoop, computer vision",associate,2,government,21/04/2024,24/05/2024,1421,9.1,autonomous tech,Fully on site
ai00153,data analyst,184637,USD,expert,Part time,sweden,s,sweden,"r, sql, data visualization",bachelor,11,government,23/05/2024,09/07/2024,2292,5.5,machine intelligence group,Fully remote
ai00154,ai research scientist,92445,USD,mid level,Contract,netherlands,m,finland,"linux, python, scala, docker",bachelor,4,technology,22/10/2024,24/12/2024,826,9.2,datavision ltd,Hybrid
ai00155,machine learning researcher,57388,USD,entry level,Full time,canada,l,canada,"python, gcp, tensorflow",associate,1,consulting,12/01/2024,12/02/2024,1684,8.3,smart analytics,Fully on site
ai00156,head of ai,53374,USD,mid level,Part time,china,m,china,"docker, deep learning, r",phd,2,government,22/06/2024,31/07/2024,2224,9.5,algorithmic solutions,Fully on site
ai00157,ai research scientist,95716,USD,senior,Contract,finland,s,finland,"git, spark, azure, statistics",phd,6,media,19/03/2024,05/04/2024,1811,7.4,digital transformation llc,Hybrid
ai00158,nlp engineer,157091,USD,mid level,Full time,norway,l,norway,"python, java, kubernetes, sql, nlp",phd,2,transportation,04/03/2025,24/03/2025,1002,7.7,datavision ltd,Fully on site
ai00159,ml ops engineer,204144,USD,senior,Full time,norway,l,norway,"hadoop, mathematics, linux",phd,8,telecommunications,12/12/2024,03/01/2025,1663,9.5,autonomous tech,Fully remote
ai00160,ai software engineer,190314,USD,expert,Contract,netherlands,m,netherlands,"gcp, computer vision, scala, aws, linux",phd,12,government,23/05/2024,22/07/2024,521,9.9,digital transformation llc,Fully remote
ai00161,principal data scientist,198403,USD,expert,Full time,denmark,m,israel,"data visualization, sql, scala",associate,15,media,14/03/2024,21/04/2024,944,9.1,digital transformation llc,Hybrid
ai00162,research scientist,153040,USD,senior,Contract,canada,l,canada,"sql, tableau, statistics, gcp",bachelor,7,manufacturing,25/06/2024,23/08/2024,1112,8.2,autonomous tech,Hybrid
ai00163,ai software engineer,51898,USD,mid level,Full time,israel,s,israel,"deep learning, python, nlp",associate,2,consulting,05/10/2024,26/11/2024,721,8.9,machine intelligence group,Fully on site
ai00164,ai architect,115191,USD,senior,Full time,germany,s,netherlands,"r, aws, git, tableau",associate,7,education,10/07/2024,04/09/2024,2362,5.7,advanced robotics,Fully on site
ai00165,ml ops engineer,170139,USD,senior,Part time,united states,l,denmark,"python, spark, hadoop",bachelor,5,technology,30/01/2025,27/03/2025,578,9.6,future systems,Hybrid
ai00166,ml ops engineer,63860,USD,entry level,Contract,canada,l,canada,"linux, tensorflow, gcp, docker, azure",master,0,gaming,02/08/2024,28/09/2024,2424,9.5,autonomous tech,Fully remote
ai00167,nlp engineer,125152,USD,mid level,Contract,norway,m,norway,"tensorflow, docker, aws, spark",phd,3,retail,11/08/2024,31/08/2024,2348,6.6,smart analytics,Fully remote
ai00168,ai software engineer,61572,USD,entry level,Contract,south korea,l,south korea,"linux, azure, kubernetes",bachelor,0,healthcare,19/07/2024,08/09/2024,2485,7.1,datavision ltd,Hybrid
ai00169,head of ai,101054,USD,mid level,Contract,germany,m,israel,"statistics, tableau, java, data visualization, nlp",master,3,transportation,06/01/2024,26/02/2024,986,8.5,autonomous tech,Hybrid
ai00170,data engineer,145355,USD,expert,Contract,canada,s,canada,"spark, linux, aws, deep learning",master,13,media,25/08/2024,12/09/2024,685,9.6,deeptech ventures,Fully remote
ai00171,deep learning engineer,183484,USD,expert,ft,singapore,s,singapore,"scala, data visualization, tensorflow, mathematics, java",master,19,gaming,20/11/2024,01/01/2025,834,7.7,autonomous tech,Fully remote
ai00172,ai product manager,111997,USD,mid level,Contract,singapore,l,singapore,"pytorch, scala, hadoop, docker, computer vision",phd,2,technology,15/03/2025,14/04/2025,1535,6.6,neural networks co,Fully remote
ai00173,ai specialist,214195,USD,expert,Part time,united kingdom,m,sweden,"tableau, gcp, python",bachelor,19,manufacturing,13/03/2025,11/04/2025,1254,5.2,smart analytics,Fully remote
ai00174,ai software engineer,93211,USD,senior,Part time,india,m,united kingdom,"python, tensorflow, gcp, java",master,9,manufacturing,08/01/2025,03/02/2025,1474,9.3,machine intelligence group,Hybrid
ai00175,deep learning engineer,82209,USD,entry level,Part time,germany,l,germany,"statistics, tensorflow, python",master,1,transportation,09/11/2024,23/12/2024,859,7.0,smart analytics,Fully remote
ai00176,ai software engineer,149669,USD,senior,Part time,germany,m,germany,"scala, hadoop, azure",associate,9,retail,01/11/2024,23/11/2024,2291,6.2,predictive systems,Hybrid
ai00177,ai software engineer,56825,USD,mid level,Part time,china,m,china,"linux, azure, git, deep learning, spark",associate,3,government,11/07/2024,02/08/2024,2301,9.5,ai innovations,Hybrid
ai00178,research scientist,131635,USD,mid level,ft,denmark,l,denmark,"kubernetes, git, gcp, nlp",phd,2,manufacturing,10/03/2024,16/04/2024,715,8.2,techcorp inc,Hybrid
ai00179,nlp engineer,163843,USD,senior,Full time,norway,l,norway,"scala, python, data visualization, kubernetes, statistics",phd,7,telecommunications,20/09/2024,23/10/2024,1723,8.5,algorithmic solutions,Hybrid
ai00180,ai consultant,73281,USD,mid level,Contract,india,l,india,"deep learning, azure, python",bachelor,2,technology,28/01/2025,21/02/2025,1753,5.5,cloud ai solutions,Fully on site
ai00181,principal data scientist,51907,USD,mid level,Contract,south korea,m,south korea,"statistics, aws, java, pytorch",associate,3,technology,07/10/2024,06/12/2024,1290,8.3,datavision ltd,Hybrid
ai00182,nlp engineer,178240,USD,expert,Full time,netherlands,s,netherlands,"python, spark, tensorflow",bachelor,12,real estate,01/06/2024,15/07/2024,2461,8.5,autonomous tech,Hybrid
ai00183,machine learning researcher,83226,USD,senior,ft,ireland,s,israel,"sql, docker, linux, gcp",master,7,technology,19/11/2024,02/01/2025,1227,7.9,advanced robotics,Fully on site
ai00184,ai product manager,46995,USD,entry level,ft,austria,s,austria,"pytorch, nlp, mlops, azure",master,1,finance,07/07/2024,01/08/2024,1212,5.9,datavision ltd,Fully remote
ai00185,ai research scientist,275296,USD,expert,ft,switzerland,l,switzerland,"docker, azure, nlp",associate,14,transportation,06/02/2024,14/03/2024,1483,7.0,datavision ltd,Fully on site
ai00186,deep learning engineer,300422,USD,expert,Part time,denmark,m,india,"python, tensorflow, r",bachelor,11,education,30/09/2024,18/11/2024,2385,9.9,machine intelligence group,Fully remote
ai00187,ai product manager,116704,USD,mid level,Contract,canada,l,canada,"sql, pytorch, nlp, data visualization",bachelor,2,finance,30/03/2024,15/04/2024,1540,9.8,autonomous tech,Fully remote
ai00188,ai specialist,98422,USD,entry level,Part time,united states,l,united states,"java, python, mathematics",phd,0,transportation,23/05/2024,07/07/2024,673,9.4,cloud ai solutions,Fully on site
ai00189,machine learning researcher,210249,USD,expert,Part time,norway,m,singapore,"mathematics, docker, deep learning",master,15,gaming,20/12/2024,15/02/2025,1219,6.4,machine intelligence group,Fully remote
ai00190,nlp engineer,67708,USD,mid level,Full time,south korea,s,france,"nlp, r, scala, computer vision, azure",master,3,manufacturing,10/06/2024,20/07/2024,1393,7.6,algorithmic solutions,Fully on site
ai00191,data engineer,95796,USD,expert,Full time,austria,s,austria,"python, tensorflow, scala, aws",master,13,consulting,15/10/2024,25/12/2024,1933,5.8,advanced robotics,Fully remote
ai00192,head of ai,229098,USD,expert,Part time,denmark,l,china,"pytorch, sql, kubernetes, git, java",master,17,government,01/02/2024,25/03/2024,2004,8.5,predictive systems,Hybrid
ai00193,ml ops engineer,134300,USD,expert,Contract,ireland,s,ireland,"java, python, deep learning, statistics",master,11,education,14/07/2024,16/09/2024,2111,5.0,predictive systems,Hybrid
ai00194,ai specialist,74408,USD,entry level,Contract,australia,m,norway,"tensorflow, docker, r, nlp, java",associate,1,automotive,07/08/2024,24/09/2024,1036,7.9,machine intelligence group,Fully remote
ai00195,ai architect,201971,USD,expert,ft,netherlands,m,australia,"java, scala, tableau",phd,13,technology,17/07/2024,11/09/2024,991,6.8,future systems,Fully on site
ai00196,ai software engineer,180764,USD,expert,Contract,france,s,france,"gcp, tensorflow, data visualization",master,17,gaming,17/02/2025,16/03/2025,1244,7.6,ai innovations,Fully remote
ai00197,principal data scientist,49644,USD,entry level,Contract,china,l,canada,"linux, pytorch, tensorflow, azure, python",bachelor,0,finance,15/02/2025,26/03/2025,2266,5.5,future systems,Fully remote
ai00198,ai product manager,89115,USD,senior,Contract,south korea,m,south korea,"mlops, python, linux, nlp",master,7,energy,22/03/2025,19/05/2025,684,6.3,neural networks co,Hybrid
ai00199,ai software engineer,38540,USD,entry level,Part time,austria,s,austria,"linux, kubernetes, spark, java",associate,1,technology,29/01/2025,27/02/2025,2144,7.6,smart analytics,Fully on site
ai00200,ai product manager,180252,USD,senior,ft,united states,l,united states,"tensorflow, kubernetes, sql, linux, mathematics",master,7,telecommunications,14/02/2024,07/04/2024,1711,6.3,future systems,Hybrid
ai00201,robotics engineer,56585,USD,entry level,ft,netherlands,s,netherlands,"mlops, java, aws, nlp, pytorch",master,1,gaming,25/10/2024,13/11/2024,1647,6.1,cloud ai solutions,Fully on site
ai00202,ai specialist,103942,USD,senior,Full time,sweden,m,sweden,"statistics, python, tensorflow",phd,5,education,07/02/2025,06/03/2025,1636,5.5,smart analytics,Fully on site
ai00203,autonomous systems engineer,176009,USD,senior,Full time,united kingdom,l,united kingdom,"pytorch, sql, tensorflow, git, azure",bachelor,9,automotive,25/02/2024,31/03/2024,2270,6.6,quantum computing inc,Hybrid
ai00204,ai specialist,59056,USD,mid level,Contract,ireland,m,ireland,"scala, sql, deep learning, statistics, gcp",associate,2,healthcare,23/08/2024,18/10/2024,2262,6.0,predictive systems,Hybrid
ai00205,ai consultant,76940,USD,mid level,ft,austria,m,austria,"aws, scala, docker",associate,3,transportation,29/03/2025,31/05/2025,1948,7.5,cognitive computing,Fully on site
ai00206,machine learning engineer,110341,USD,senior,Contract,united kingdom,m,canada,"spark, kubernetes, mathematics",phd,7,retail,20/03/2025,08/05/2025,2231,5.6,smart analytics,Fully on site
ai00207,data scientist,102922,USD,mid level,Full time,united kingdom,l,united kingdom,"python, sql, git",associate,4,government,14/06/2024,05/07/2024,773,7.4,digital transformation llc,Fully on site
ai00208,machine learning researcher,44130,USD,entry level,ft,japan,s,switzerland,"python, gcp, docker, git, java",master,0,technology,22/11/2024,20/12/2024,2330,8.7,datavision ltd,Fully on site
ai00209,data engineer,128112,USD,senior,Contract,singapore,l,singapore,"mathematics, hadoop, tableau",associate,5,telecommunications,26/11/2024,20/01/2025,2129,9.3,quantum computing inc,Fully remote
ai00210,data analyst,48892,USD,entry level,Contract,france,m,ireland,"linux, python, nlp",bachelor,0,consulting,08/10/2024,09/12/2024,2296,6.6,datavision ltd,Fully remote
ai00211,research scientist,127478,USD,mid level,Contract,united kingdom,l,united kingdom,"java, docker, hadoop",master,4,transportation,26/03/2025,29/04/2025,2495,7.8,datavision ltd,Hybrid
ai00212,ai research scientist,100524,USD,senior,Full time,finland,m,finland,"python, kubernetes, statistics, tensorflow",phd,6,gaming,29/03/2024,25/05/2024,1274,5.6,techcorp inc,Fully on site
ai00213,deep learning engineer,45429,USD,entry level,ft,japan,l,netherlands,"gcp, deep learning, python, mlops",associate,0,gaming,14/09/2024,30/09/2024,1854,6.8,algorithmic solutions,Fully on site
ai00214,ml ops engineer,62262,USD,mid level,ft,austria,l,france,"r, sql, aws, mlops, data visualization",bachelor,4,healthcare,19/03/2025,07/04/2025,1358,9.4,ai innovations,Fully remote
ai00215,ai specialist,68595,USD,mid level,ft,china,s,china,"azure, python, tensorflow, data visualization",master,4,manufacturing,30/01/2024,29/02/2024,1954,7.5,machine intelligence group,Hybrid
ai00216,ai software engineer,301038,USD,expert,Part time,norway,m,norway,"gcp, azure, deep learning, spark, sql",phd,18,media,15/04/2025,13/05/2025,1248,5.5,cognitive computing,Hybrid
ai00217,robotics engineer,46253,USD,entry level,Contract,china,m,china,"mlops, data visualization, git, tensorflow, hadoop",associate,1,government,15/04/2025,30/05/2025,854,7.9,datavision ltd,Fully on site
ai00218,nlp engineer,59644,USD,entry level,Part time,australia,m,australia,"r, docker, gcp, java",associate,0,consulting,20/04/2024,27/05/2024,646,8.7,future systems,Fully on site
ai00219,principal data scientist,53960,USD,mid level,Part time,finland,m,finland,"pytorch, mlops, computer vision, aws, deep learning",master,3,telecommunications,15/07/2024,16/08/2024,1401,9.7,digital transformation llc,Fully on site
ai00220,computer vision engineer,94894,USD,entry level,Part time,netherlands,l,netherlands,"aws, hadoop, python, scala, computer vision",associate,1,real estate,02/03/2025,13/04/2025,1931,8.5,autonomous tech,Hybrid
ai00221,autonomous systems engineer,91611,USD,senior,Contract,israel,l,israel,"pytorch, sql, kubernetes",associate,5,finance,08/09/2024,12/11/2024,1885,7.0,digital transformation llc,Fully on site
ai00222,nlp engineer,285880,USD,expert,Full time,netherlands,l,canada,"sql, linux, tableau, mlops, spark",master,18,finance,15/04/2024,08/05/2024,1537,9.2,smart analytics,Hybrid
ai00223,ai architect,115263,USD,mid level,Full time,united kingdom,l,united kingdom,"mathematics, hadoop, scala, nlp, kubernetes",bachelor,3,finance,25/01/2025,22/02/2025,1423,6.9,machine intelligence group,Hybrid
ai00224,research scientist,51882,USD,mid level,Contract,china,s,china,"scala, r, sql",associate,3,technology,07/02/2024,23/03/2024,1379,9.0,quantum computing inc,Hybrid
ai00225,data scientist,82051,USD,mid level,Part time,germany,m,canada,"java, python, mlops, docker",master,2,automotive,20/04/2025,24/05/2025,1220,6.1,predictive systems,Fully remote
ai00226,ml ops engineer,122331,USD,senior,Full time,canada,l,canada,"sql, nlp, python",phd,5,retail,08/02/2025,07/03/2025,503,5.7,cognitive computing,Fully on site
ai00227,ai product manager,159643,USD,senior,Part time,united states,s,united states,"data visualization, linux, gcp, hadoop",master,5,gaming,27/01/2024,03/03/2024,951,5.3,digital transformation llc,Fully remote
ai00228,research scientist,254305,USD,expert,Full time,united kingdom,m,united kingdom,"hadoop, python, linux, mathematics",bachelor,15,transportation,09/03/2024,26/03/2024,1534,9.4,deeptech ventures,Hybrid
ai00229,data analyst,52027,USD,mid level,Part time,south korea,m,south korea,"kubernetes, linux, tableau, mlops, statistics",master,2,retail,18/04/2024,18/05/2024,2036,5.7,smart analytics,Fully remote
ai00230,robotics engineer,43072,USD,entry level,Part time,india,s,united kingdom,"docker, pytorch, spark, tensorflow, nlp",associate,0,energy,15/01/2025,10/03/2025,700,8.3,future systems,Fully remote
ai00231,research scientist,87011,USD,mid level,Full time,france,l,india,"tableau, linux, pytorch, java, aws",phd,4,gaming,30/03/2025,13/05/2025,2261,8.5,future systems,Hybrid
ai00232,ai research scientist,36734,USD,entry level,Full time,china,s,china,"azure, python, mathematics",master,1,media,11/10/2024,14/11/2024,1214,9.2,ai innovations,Fully remote
ai00233,head of ai,84897,USD,mid level,Contract,ireland,l,ireland,"tensorflow, linux, deep learning, hadoop",associate,3,manufacturing,07/10/2024,12/12/2024,2463,5.9,techcorp inc,Fully on site
ai00234,ai research scientist,173839,USD,senior,Full time,united states,m,united states,"tensorflow, azure, tableau, data visualization, hadoop",bachelor,5,government,04/02/2025,26/03/2025,2409,5.1,neural networks co,Fully remote
ai00235,ml ops engineer,59357,USD,entry level,ft,south korea,l,israel,"nlp, tableau, kubernetes, sql, gcp",master,0,transportation,22/03/2024,13/04/2024,2247,8.5,deeptech ventures,Fully on site
