job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI00129,AI Product Manager,95673.0,USD,Expert,Freelance,Ireland,S,Ireland,Fully on site,"GCP, R, Azure, Deep Learning, PyTorch",Associate,17,Technology,24/08/2024,15/09/2024,1467,8.1,Neural Networks Co
AI00130,AI Software Engineer,59405.0,USD,Entry level,Freelance,Austria,L,Austria,Fully remote,"Spark, Python, Deep Learning, Linux, Java",Bachelor,1,Consulting,18/03/2025,12/04/2025,984,6.0,Smart Analytics
AI00131,AI Specialist,151519.4,USD,Senior,Part time,Netherlands,M,Finland,Fully on site,"AWS, R, Spark",PhD,5,Technology,03/08/2024,15/10/2024,2308,7.9,AI Innovations
AI00132,AI Software Engineer,42835.0,USD,Entry level,Part time,South Korea,L,France,Fully on site,"Python, TensorFlow, PyTorch",Bachelor,0,Media,02/03/2025,30/03/2025,539,9.0,Machine Intelligence Group
AI00133,Autonomous Systems Engineer,61893.0,USD,Entry level,Full time,Canada,M,Canada,Hybrid,"Statistics, Python, SQL",Associate,1,Consulting,28/03/2024,01/05/2024,1419,5.2,Predictive Systems
AI00134,ML Ops Engineer,163059.65,USD,Expert,Contract,France,M,France,Fully on site,"Hadoop, Azure, Python, R",PhD,13,Media,03/02/2025,23/02/2025,2136,5.8,Algorithmic Solutions
AI00135,AI Product Manager,346573.58,USD,Expert,Part time,United Kingdom,M,United Kingdom,Hybrid,"Computer Vision, GCP, Azure, SQL, Python",Master,11,Education,16/01/2025,15/02/2025,813,9.1,Cognitive Computing
AI00136,NLP Engineer,49485.0,USD,Mid level,Full time,Finland,S,Finland,Fully on site,"Hadoop, Java, Data Visualization",Associate,2,Technology,09/08/2024,16/09/2024,909,7.8,Cloud AI Solutions
AI00137,Robotics Engineer,172916.0,USD,Senior,Part time,Norway,S,India,Fully remote,"Computer Vision, SQL, PyTorch, Java",Bachelor,8,Manufacturing,29/12/2024,15/01/2025,1630,7.6,Smart Analytics
AI00138,Machine Learning Engineer,324557.0,USD,Expert,Full time,Denmark,L,Denmark,Fully remote,"Hadoop, Python, Git, TensorFlow",PhD,11,Telecommunications,06/11/2024,24/11/2024,1209,7.3,Machine Intelligence Group
AI00139,AI Consultant,84978.09999999999,USD,Mid level,Contract,France,M,France,Hybrid,"PyTorch, Statistics, MLOps, Kubernetes, Computer Vision",Bachelor,4,Consulting,08/08/2024,12/09/2024,1070,5.2,Digital Transformation LLC
AI00140,Principal Data Scientist,122598.0,USD,Senior,Full time,Sweden,S,India,Hybrid,"Linux, AWS, Computer Vision, Deep Learning",Associate,9,Media,05/01/2025,13/02/2025,1181,5.2,Digital Transformation LLC
AI00141,Data Scientist,94478.0,USD,Mid level,Freelance,Denmark,S,Denmark,Fully remote,"PyTorch, TensorFlow, Hadoop, Python",PhD,4,Retail,24/05/2024,25/06/2024,506,8.4,Algorithmic Solutions
AI00142,Autonomous Systems Engineer,53088.0,USD,Entry level,Part time,Austria,M,Austria,Hybrid,"GCP, Kubernetes, Computer Vision, Deep Learning, SQL",PhD,1,Finance,12/04/2025,13/06/2025,2090,9.0,Machine Intelligence Group
AI00143,Machine Learning Researcher,116012.0,USD,Mid level,Full time,Denmark,M,Australia,Fully on site,"SQL, MLOps, Python",Master,3,Automotive,23/09/2024,30/10/2024,657,7.9,Predictive Systems
AI00144,Deep Learning Engineer,35593.0,USD,Entry level,Contract,China,S,China,Fully on site,"Python, Hadoop, Deep Learning",Bachelor,0,Media,09/03/2024,07/04/2024,1812,6.3,AI Innovations
AI00145,AI Product Manager,149053.0,USD,Expert,Full time,Austria,S,Austria,Fully on site,"GCP, Linux, R, Hadoop",Master,17,Media,17/11/2024,26/12/2024,652,5.5,Smart Analytics
AI00146,Principal Data Scientist,88230.0,USD,Mid level,Full time,Austria,L,Austria,Fully on site,"TensorFlow, Git, Azure, Python",Associate,4,Education,22/05/2024,27/07/2024,1984,7.6,DeepTech Ventures
AI00147,AI Research Scientist,224919.0,USD,Expert,Freelance,Australia,M,Switzerland,Fully remote,"Kubernetes, Deep Learning, PyTorch",Associate,19,Education,02/12/2024,24/01/2025,911,5.7,TechCorp Inc
AI00148,Machine Learning Researcher,253504.84999999998,USD,Expert,Part time,Netherlands,S,Netherlands,Fully remote,"SQL, Data Visualization, GCP, Deep Learning, MLOps",Associate,12,Manufacturing,30/03/2024,15/04/2024,1795,9.9,TechCorp Inc
AI00149,NLP Engineer,48861.0,USD,Entry level,Part time,Finland,S,Finland,Fully remote,"GCP, Python, Computer Vision, Git",Bachelor,0,Healthcare,04/07/2024,11/08/2024,1031,8.1,DeepTech Ventures
AI00150,AI Specialist,115841.0,USD,Senior,Freelance,United States,S,United States,Fully on site,"TensorFlow, Kubernetes, Deep Learning",PhD,7,Healthcare,25/10/2024,11/12/2024,1446,7.2,Quantum Computing Inc
AI00151,NLP Engineer,57266.0,USD,Mid level,Freelance,Ireland,M,Ireland,Fully on site,"Computer Vision, PyTorch, Linux, TensorFlow",Bachelor,3,Media,11/08/2024,26/08/2024,1075,7.3,Neural Networks Co
AI00152,Deep Learning Engineer,66384.0,USD,Mid level,Contract,Australia,S,Israel,Fully on site,"Git, Tableau, Hadoop, Computer Vision",Associate,2,Government,21/04/2024,24/05/2024,1421,9.1,Autonomous Tech
AI00153,Data Analyst,184637.0,USD,Expert,Part time,Sweden,S,Sweden,Fully remote,"R, SQL, Data Visualization",Bachelor,11,Government,23/05/2024,09/07/2024,2292,5.5,Machine Intelligence Group
AI00154,AI Research Scientist,106311.74999999999,USD,Mid level,Contract,Netherlands,M,Finland,Hybrid,"Linux, Python, Scala, Docker",Bachelor,4,Technology,22/10/2024,24/12/2024,826,9.2,DataVision Ltd
AI00155,Machine Learning Researcher,57388.0,USD,Entry level,Freelance,Canada,L,Canada,Fully on site,"Python, GCP, TensorFlow",Associate,1,Consulting,12/01/2024,12/02/2024,1684,8.3,Smart Analytics
AI00156,Head of AI,53374.0,USD,Mid level,Part time,China,M,China,Fully on site,"Docker, Deep Learning, R",PhD,2,Government,22/06/2024,31/07/2024,2224,9.5,Algorithmic Solutions
AI00157,AI Research Scientist,95716.0,USD,Senior,Contract,Finland,S,Finland,Hybrid,"Git, Spark, Azure, Statistics",PhD,6,Media,19/03/2024,05/04/2024,1811,7.4,Digital Transformation LLC
AI00158,NLP Engineer,157091.0,USD,Mid level,Freelance,Norway,L,Norway,Fully on site,"Python, Java, Kubernetes, SQL, NLP",PhD,2,Transportation,04/03/2025,24/03/2025,1002,7.7,DataVision Ltd
AI00159,ML Ops Engineer,204144.0,USD,Senior,Freelance,Norway,L,Norway,Fully remote,"Hadoop, Mathematics, Linux",PhD,8,Telecommunications,12/12/2024,03/01/2025,1663,9.5,Autonomous Tech
AI00160,AI Software Engineer,218861.09999999998,USD,Expert,Contract,Netherlands,M,Netherlands,Fully remote,"GCP, Computer Vision, Scala, AWS, Linux",PhD,12,Government,23/05/2024,22/07/2024,521,9.9,Digital Transformation LLC
AI00161,Principal Data Scientist,198403.0,USD,Expert,Freelance,Denmark,M,Israel,Hybrid,"Data Visualization, SQL, Scala",Associate,15,Media,14/03/2024,21/04/2024,944,9.1,Digital Transformation LLC
AI00162,Research Scientist,153040.0,USD,Senior,Contract,Canada,L,Canada,Hybrid,"SQL, Tableau, Statistics, GCP",Bachelor,7,Manufacturing,25/06/2024,23/08/2024,1112,8.2,Autonomous Tech
AI00163,AI Software Engineer,51898.0,USD,Mid level,Freelance,Israel,S,Israel,Fully on site,"Deep Learning, Python, NLP",Associate,2,Consulting,05/10/2024,26/11/2024,721,8.9,Machine Intelligence Group
AI00164,AI Architect,132469.65,USD,Senior,Freelance,Germany,S,Netherlands,Fully on site,"R, AWS, Git, Tableau",Associate,7,Education,10/07/2024,04/09/2024,2362,5.7,Advanced Robotics
AI00165,ML Ops Engineer,170139.0,USD,Senior,Part time,United States,L,Denmark,Hybrid,"Python, Spark, Hadoop",Bachelor,5,Technology,30/01/2025,27/03/2025,578,9.6,Future Systems
AI00166,ML Ops Engineer,63860.0,USD,Entry level,Contract,Canada,L,Canada,Fully remote,"Linux, TensorFlow, GCP, Docker, Azure",Master,0,Gaming,02/08/2024,28/09/2024,2424,9.5,Autonomous Tech
AI00167,NLP Engineer,125152.0,USD,Mid level,Contract,Norway,M,Norway,Fully remote,"TensorFlow, Docker, AWS, Spark",PhD,3,Retail,11/08/2024,31/08/2024,2348,6.6,Smart Analytics
AI00168,AI Software Engineer,61572.0,USD,Entry level,Contract,South Korea,L,South Korea,Hybrid,"Linux, Azure, Kubernetes",Bachelor,0,Healthcare,19/07/2024,08/09/2024,2485,7.1,DataVision Ltd
AI00169,Head of AI,116212.09999999999,USD,Mid level,Contract,Germany,M,Israel,Hybrid,"Statistics, Tableau, Java, Data Visualization, NLP",Master,3,Transportation,06/01/2024,26/02/2024,986,8.5,Autonomous Tech
AI00170,Data Engineer,145355.0,USD,Expert,Contract,Canada,S,Canada,Fully remote,"Spark, Linux, AWS, Deep Learning",Master,13,Media,25/08/2024,12/09/2024,685,9.6,DeepTech Ventures
AI00171,Deep Learning Engineer,183484.0,USD,Expert,Full time,Singapore,S,Singapore,Fully remote,"Scala, Data Visualization, TensorFlow, Mathematics, Java",Master,19,Gaming,20/11/2024,01/01/2025,834,7.7,Autonomous Tech
AI00172,AI Product Manager,111997.0,USD,Mid level,Contract,Singapore,L,Singapore,Fully remote,"PyTorch, Scala, Hadoop, Docker, Computer Vision",PhD,2,Technology,15/03/2025,14/04/2025,1535,6.6,Neural Networks Co
AI00173,AI Specialist,287021.3,USD,Expert,Part time,United Kingdom,M,Sweden,Fully remote,"Tableau, GCP, Python",Bachelor,19,Manufacturing,13/03/2025,11/04/2025,1254,5.2,Smart Analytics
AI00174,AI Software Engineer,93211.0,USD,Senior,Part time,India,M,United Kingdom,Hybrid,"Python, TensorFlow, GCP, Java",Master,9,Manufacturing,08/01/2025,03/02/2025,1474,9.3,Machine Intelligence Group
AI00175,Deep Learning Engineer,94540.34999999999,USD,Entry level,Part time,Germany,L,Germany,Fully remote,"Statistics, TensorFlow, Python",Master,1,Transportation,09/11/2024,23/12/2024,859,7.0,Smart Analytics
AI00176,AI Software Engineer,172119.34999999998,USD,Senior,Part time,Germany,M,Germany,Hybrid,"Scala, Hadoop, Azure",Associate,9,Retail,01/11/2024,23/11/2024,2291,6.2,Predictive Systems
AI00177,AI Software Engineer,56825.0,USD,Mid level,Part time,China,M,China,Hybrid,"Linux, Azure, Git, Deep Learning, Spark",Associate,3,Government,11/07/2024,02/08/2024,2301,9.5,AI Innovations
AI00178,Research Scientist,131635.0,USD,Mid level,Full time,Denmark,L,Denmark,Hybrid,"Kubernetes, Git, GCP, NLP",PhD,2,Manufacturing,10/03/2024,16/04/2024,715,8.2,TechCorp Inc
AI00179,NLP Engineer,163843.0,USD,Senior,Freelance,Norway,L,Norway,Hybrid,"Scala, Python, Data Visualization, Kubernetes, Statistics",PhD,7,Telecommunications,20/09/2024,23/10/2024,1723,8.5,Algorithmic Solutions
AI00180,AI Consultant,73281.0,USD,Mid level,Contract,India,L,India,Fully on site,"Deep Learning, Azure, Python",Bachelor,2,Technology,28/01/2025,21/02/2025,1753,5.5,Cloud AI Solutions
AI00181,Principal Data Scientist,51907.0,USD,Mid level,Contract,South Korea,M,South Korea,Hybrid,"Statistics, AWS, Java, PyTorch",Associate,3,Technology,07/10/2024,06/12/2024,1290,8.3,DataVision Ltd
AI00182,NLP Engineer,204975.99999999997,USD,Expert,Freelance,Netherlands,S,Netherlands,Hybrid,"Python, Spark, TensorFlow",Bachelor,12,Real Estate,01/06/2024,15/07/2024,2461,8.5,Autonomous Tech
AI00183,Machine Learning Researcher,83226.0,USD,Senior,Full time,Ireland,S,Israel,Fully on site,"SQL, Docker, Linux, GCP",Master,7,Technology,19/11/2024,02/01/2025,1227,7.9,Advanced Robotics
AI00184,AI Product Manager,46995.0,USD,Entry level,Full time,Austria,S,Austria,Fully remote,"PyTorch, NLP, MLOps, Azure",Master,1,Finance,07/07/2024,01/08/2024,1212,5.9,DataVision Ltd
AI00185,AI Research Scientist,275296.0,USD,Expert,Full time,Switzerland,L,Switzerland,Fully on site,"Docker, Azure, NLP",Associate,14,Transportation,06/02/2024,14/03/2024,1483,7.0,DataVision Ltd
AI00186,Deep Learning Engineer,300422.0,USD,Expert,Part time,Denmark,M,India,Fully remote,"Python, TensorFlow, R",Bachelor,11,Education,30/09/2024,18/11/2024,2385,9.9,Machine Intelligence Group
AI00187,AI Product Manager,116704.0,USD,Mid level,Contract,Canada,L,Canada,Fully remote,"SQL, PyTorch, NLP, Data Visualization",Bachelor,2,Finance,30/03/2024,15/04/2024,1540,9.8,Autonomous Tech
AI00188,AI Specialist,98422.0,USD,Entry level,Part time,United States,L,United States,Fully on site,"Java, Python, Mathematics",PhD,0,Transportation,23/05/2024,07/07/2024,673,9.4,Cloud AI Solutions
AI00189,Machine Learning Researcher,210249.0,USD,Expert,Part time,Norway,M,Singapore,Fully remote,"Mathematics, Docker, Deep Learning",Master,15,Gaming,20/12/2024,15/02/2025,1219,6.4,Machine Intelligence Group
AI00190,NLP Engineer,67708.0,USD,Mid level,Freelance,South Korea,S,France,Fully on site,"NLP, R, Scala, Computer Vision, Azure",Master,3,Manufacturing,10/06/2024,20/07/2024,1393,7.6,Algorithmic Solutions
AI00191,Data Engineer,95796.0,USD,Expert,Freelance,Austria,S,Austria,Fully remote,"Python, TensorFlow, Scala, AWS",Master,13,Consulting,15/10/2024,25/12/2024,1933,5.8,Advanced Robotics
AI00192,Head of AI,229098.0,USD,Expert,Part time,Denmark,L,China,Hybrid,"PyTorch, SQL, Kubernetes, Git, Java",Master,17,Government,01/02/2024,25/03/2024,2004,8.5,Predictive Systems
AI00193,ML Ops Engineer,134300.0,USD,Expert,Contract,Ireland,S,Ireland,Hybrid,"Java, Python, Deep Learning, Statistics",Master,11,Education,14/07/2024,16/09/2024,2111,5.0,Predictive Systems
AI00194,AI Specialist,74408.0,USD,Entry level,Contract,Australia,M,Norway,Fully remote,"TensorFlow, Docker, R, NLP, Java",Associate,1,Automotive,07/08/2024,24/09/2024,1036,7.9,Machine Intelligence Group
AI00195,AI Architect,232266.65,USD,Expert,Full time,Netherlands,M,Australia,Fully on site,"Java, Scala, Tableau",PhD,13,Technology,17/07/2024,11/09/2024,991,6.8,Future Systems
AI00196,AI Software Engineer,207878.59999999998,USD,Expert,Contract,France,S,France,Fully remote,"GCP, TensorFlow, Data Visualization",Master,17,Gaming,17/02/2025,16/03/2025,1244,7.6,AI Innovations
AI00197,Principal Data Scientist,49644.0,USD,Entry level,Contract,China,L,Canada,Fully remote,"Linux, PyTorch, TensorFlow, Azure, Python",Bachelor,0,Finance,15/02/2025,26/03/2025,2266,5.5,Future Systems
AI00198,AI Product Manager,89115.0,USD,Senior,Contract,South Korea,M,South Korea,Hybrid,"MLOps, Python, Linux, NLP",Master,7,Energy,22/03/2025,19/05/2025,684,6.3,Neural Networks Co
AI00199,AI Software Engineer,38540.0,USD,Entry level,Part time,Austria,S,Austria,Fully on site,"Linux, Kubernetes, Spark, Java",Associate,1,Technology,29/01/2025,27/02/2025,2144,7.6,Smart Analytics
AI00200,AI Product Manager,180252.0,USD,Senior,Full time,United States,L,United States,Hybrid,"TensorFlow, Kubernetes, SQL, Linux, Mathematics",Master,7,Telecommunications,14/02/2024,07/04/2024,1711,6.3,Future Systems
AI00201,Robotics Engineer,65072.74999999999,USD,Entry level,Full time,Netherlands,S,Netherlands,Fully on site,"MLOps, Java, AWS, NLP, PyTorch",Master,1,Gaming,25/10/2024,13/11/2024,1647,6.1,Cloud AI Solutions
AI00202,AI Specialist,103942.0,USD,Senior,Freelance,Sweden,M,Sweden,Fully on site,"Statistics, Python, TensorFlow",PhD,5,Education,07/02/2025,06/03/2025,1636,5.5,Smart Analytics
AI00203,Autonomous Systems Engineer,235852.06000000003,USD,Senior,Freelance,United Kingdom,L,United Kingdom,Hybrid,"PyTorch, SQL, TensorFlow, Git, Azure",Bachelor,9,Automotive,25/02/2024,31/03/2024,2270,6.6,Quantum Computing Inc
AI00204,AI Specialist,59056.0,USD,Mid level,Contract,Ireland,M,Ireland,Hybrid,"Scala, SQL, Deep Learning, Statistics, GCP",Associate,2,Healthcare,23/08/2024,18/10/2024,2262,6.0,Predictive Systems
AI00205,AI Consultant,76940.0,USD,Mid level,Full time,Austria,M,Austria,Fully on site,"AWS, Scala, Docker",Associate,3,Transportation,29/03/2025,31/05/2025,1948,7.5,Cognitive Computing
AI00206,Machine Learning Engineer,147856.94,USD,Senior,Contract,United Kingdom,M,Canada,Fully on site,"Spark, Kubernetes, Mathematics",PhD,7,Retail,20/03/2025,08/05/2025,2231,5.6,Smart Analytics
AI00207,Data Scientist,137915.48,USD,Mid level,Freelance,United Kingdom,L,United Kingdom,Fully on site,"Python, SQL, Git",Associate,4,Government,14/06/2024,05/07/2024,773,7.4,Digital Transformation LLC
AI00208,Machine Learning Researcher,44130.0,USD,Entry level,Full time,Japan,S,Switzerland,Fully on site,"Python, GCP, Docker, Git, Java",Master,0,Technology,22/11/2024,20/12/2024,2330,8.7,DataVision Ltd
AI00209,Data Engineer,128112.0,USD,Senior,Contract,Singapore,L,Singapore,Fully remote,"Mathematics, Hadoop, Tableau",Associate,5,Telecommunications,26/11/2024,20/01/2025,2129,9.3,Quantum Computing Inc
AI00210,Data Analyst,56225.799999999996,USD,Entry level,Contract,France,M,Ireland,Fully remote,"Linux, Python, NLP",Bachelor,0,Consulting,08/10/2024,09/12/2024,2296,6.6,DataVision Ltd
AI00211,Research Scientist,170820.52000000002,USD,Mid level,Contract,United Kingdom,L,United Kingdom,Hybrid,"Java, Docker, Hadoop",Master,4,Transportation,26/03/2025,29/04/2025,2495,7.8,DataVision Ltd
AI00212,AI Research Scientist,100524.0,USD,Senior,Freelance,Finland,M,Finland,Fully on site,"Python, Kubernetes, Statistics, TensorFlow",PhD,6,Gaming,29/03/2024,25/05/2024,1274,5.6,TechCorp Inc
AI00213,Deep Learning Engineer,45429.0,USD,Entry level,Full time,Japan,L,Netherlands,Fully on site,"GCP, Deep Learning, Python, MLOps",Associate,0,Gaming,14/09/2024,30/09/2024,1854,6.8,Algorithmic Solutions
AI00214,ML Ops Engineer,62262.0,USD,Mid level,Full time,Austria,L,France,Fully remote,"R, SQL, AWS, MLOps, Data Visualization",Bachelor,4,Healthcare,19/03/2025,07/04/2025,1358,9.4,AI Innovations
AI00215,AI Specialist,68595.0,USD,Mid level,Full time,China,S,China,Hybrid,"Azure, Python, TensorFlow, Data Visualization",Master,4,Manufacturing,30/01/2024,29/02/2024,1954,7.5,Machine Intelligence Group
AI00216,AI Software Engineer,301038.0,USD,Expert,Part time,Norway,M,Norway,Hybrid,"GCP, Azure, Deep Learning, Spark, SQL",PhD,18,Media,15/04/2025,13/05/2025,1248,5.5,Cognitive Computing
AI00217,Robotics Engineer,46253.0,USD,Entry level,Contract,China,M,China,Fully on site,"MLOps, Data Visualization, Git, TensorFlow, Hadoop",Associate,1,Government,15/04/2025,30/05/2025,854,7.9,DataVision Ltd
AI00218,NLP Engineer,59644.0,USD,Entry level,Part time,Australia,M,Australia,Fully on site,"R, Docker, GCP, Java",Associate,0,Consulting,20/04/2024,27/05/2024,646,8.7,Future Systems
AI00219,Principal Data Scientist,53960.0,USD,Mid level,Part time,Finland,M,Finland,Fully on site,"PyTorch, MLOps, Computer Vision, AWS, Deep Learning",Master,3,Telecommunications,15/07/2024,16/08/2024,1401,9.7,Digital Transformation LLC
AI00220,Computer Vision Engineer,109128.09999999999,USD,Entry level,Part time,Netherlands,L,Netherlands,Hybrid,"AWS, Hadoop, Python, Scala, Computer Vision",Associate,1,Real Estate,02/03/2025,13/04/2025,1931,8.5,Autonomous Tech
AI00221,Autonomous Systems Engineer,91611.0,USD,Senior,Contract,Israel,L,Israel,Fully on site,"PyTorch, SQL, Kubernetes",Associate,5,Finance,08/09/2024,12/11/2024,1885,7.0,Digital Transformation LLC
AI00222,NLP Engineer,328762.0,USD,Expert,Freelance,Netherlands,L,Canada,Hybrid,"SQL, Linux, Tableau, MLOps, Spark",Master,18,Finance,15/04/2024,08/05/2024,1537,9.2,Smart Analytics
AI00223,AI Architect,154452.42,USD,Mid level,Freelance,United Kingdom,L,United Kingdom,Hybrid,"Mathematics, Hadoop, Scala, NLP, Kubernetes",Bachelor,3,Finance,25/01/2025,22/02/2025,1423,6.9,Machine Intelligence Group
AI00224,Research Scientist,51882.0,USD,Mid level,Contract,China,S,China,Hybrid,"Scala, R, SQL",Associate,3,Technology,07/02/2024,23/03/2024,1379,9.0,Quantum Computing Inc
AI00225,Data Scientist,94358.65,USD,Mid level,Part time,Germany,M,Canada,Fully remote,"Java, Python, MLOps, Docker",Master,2,Automotive,20/04/2025,24/05/2025,1220,6.1,Predictive Systems
AI00226,ML Ops Engineer,122331.0,USD,Senior,Freelance,Canada,L,Canada,Fully on site,"SQL, NLP, Python",PhD,5,Retail,08/02/2025,07/03/2025,503,5.7,Cognitive Computing
AI00227,AI Product Manager,159643.0,USD,Senior,Part time,United States,S,United States,Fully remote,"Data Visualization, Linux, GCP, Hadoop",Master,5,Gaming,27/01/2024,03/03/2024,951,5.3,Digital Transformation LLC
AI00228,Research Scientist,340768.7,USD,Expert,Freelance,United Kingdom,M,United Kingdom,Hybrid,"Hadoop, Python, Linux, Mathematics",Bachelor,15,Transportation,09/03/2024,26/03/2024,1534,9.4,DeepTech Ventures
AI00229,Data Analyst,52027.0,USD,Mid level,Part time,South Korea,M,South Korea,Fully remote,"Kubernetes, Linux, Tableau, MLOps, Statistics",Master,2,Retail,18/04/2024,18/05/2024,2036,5.7,Smart Analytics
